Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Jake Rendina,RB,ARMY,BRYANT,,2.54,,,,,,0.17,15.71,4,0.01,0.01,,0.19,,2.652,2.652,2.652,2.652,,,,,,,,,,,,
Sterling Joseph,RB,FIU,USF,,2.53,,,,,,0.11,11.02,2.5,0.01,2.1,0.53,0.21,,2.562,2.297,2.562,2.562,,,,,,,,,,,,
Ke'Marion Baldwin,RB,BOWLINGGREEN,TARLST,,2.51,,,,,,0.11,11.49,3,0.03,2.61,0.32,0.52,,2.57,2.41,2.57,2.57,,,,,,,,,,,,
Noah Vaughn,RB,UVA,WVU@UVA,,2.5,,,,,,0.13,13,,0.01,3,,0.17,,2.44,2.44,2.44,2.44,,,,,,,,,,,,
Oliver Lundberg,RB,COLORADOSTATE,WYO,,2.49,,,,,,0.08,9.75,2.5,0.03,3.29,0.49,0.09,,2.454,2.209,2.454,2.454,,,,,,,,,,,,
David Eziomume,RB,CLEM,LSU,,2.48,,,,,,0.2,10.45,3,0.01,1.27,0.16,0.5,,2.592,2.512,2.592,2.592,,,,,,,,,,,,
Judah Price,RB,MRSHL,MRSHL@PSU,,2.48,,,,,,0.15,11,0,0.03,2,0,0.09,,2.38,2.38,2.38,2.38,,,,,,,,,,,,
Tariq Thomas,RB,FRES,FRESNO@USC,,2.46,,,,,,0.18,10,,0.13,2,,0.5,,3.06,3.06,3.06,3.06,,,,,,,,,,,,
Ahmad Miller,RB,SYRACUSE,UNH,,2.44,,,,,,0.14,14.29,3.5,0.01,0.72,0.1,0.66,,2.501,2.451,2.501,2.501,,,,,,,,,,,,
KD Daniels,RB,WAKE,AKR,,2.42,,,,,,0.09,14.13,2,0.01,2.1,0.2,0.59,,2.423,2.323,2.423,2.423,,,,,,,,,,,,
Landon Walker,RB,TCU,GRAM,,2.42,,,,,,0.17,10.77,2,0.01,1.02,0.19,0.18,,2.449,2.354,2.449,2.449,,,,,,,,,,,,
Grant Washington,RB,MINNESOTA,EASTIL,,2.42,,,,,,0.08,9.56,2,0.01,3.71,0.49,0.09,,2.357,2.112,2.357,2.357,,,,,,,,,,,,
Elias Brown,RB,SACST,FRES,,2.4,,,,,,0.11,12.07,3,0.01,1.98,0.3,0.16,,2.425,2.275,2.425,2.425,,,,,,,,,,,,
Dwight Phillips Jr.,RB,UGA,TENNST,,2.35,,,,,,0.08,15.25,2.5,0.01,0.91,0.18,0.5,,2.336,2.246,2.336,2.336,,,,,,,,,,,,
Preston Rex,RB,BYU,UTAHTE,,2.32,,,,,,0.09,8.46,2,0,4.61,0.46,0.04,,2.307,2.077,2.307,2.307,,,,,,,,,,,,
Ja'shon Benjamin,RB,RUTG,MASS,,2.26,,,,,,0.1,13.88,1,0.01,1.72,0.08,0.21,,2.3,2.26,2.3,2.3,,,,,,,,,,,,
Dallan Hayden,RB,MEMP,UNLV,0,2.23,,,,,,0.12,12.3,2.5,0.01,0.61,0.15,0.78,,2.221,2.146,2.221,2.221,,,,,,,,,,,,
Carsyn Baker,RB,TXAM,,,2.1,,,,,,0.26,,,0.09,,,0.35,,2.1,2.1,2.1,2.1,,,,,,,,,,,,
Bo Walker,RB,UGA,,,2.1,,,,,,0.26,,,0.09,,,0.35,,2.1,2.1,2.1,2.1,,,,,,,,,,,,
D.J. McKinney,RB,TLSA,OKST,,2.05,,,,,,0.08,8.72,2,0.01,2.77,0.39,0.5,,2.079,1.884,2.079,2.079,,,,,,,,,,,,
Derrek Cooper,RB,TEX,TXST,,2.02,,,,,,0.08,11,4,0.03,3,0.36,0.5,,2.42,2.24,2.42,2.42,,,,,,,,,,,,
Ryken Moon,RB,WASH,USU,,2,,,,,,0.11,10.89,2.3,0,0.78,0.1,0.18,,1.927,1.877,1.927,1.927,,,,,,,,,,,,
Chase Garnett,RB,USF,,,1.98,,,,,,0.25,,,0.08,,,0.33,,1.98,1.98,1.98,1.98,,,,,,,,,,,,
Messiah Mickens,RB,VT,,,1.98,,,,,,0.25,,,0.08,,,0.33,,1.98,1.98,1.98,1.98,,,,,,,,,,,,
Diore Hubbard,RB,WYOMING,CSU,,1.97,,,,,,0.09,9.55,2,0.01,1.79,0.25,0.1,,1.984,1.859,1.984,1.984,,,,,,,,,,,,
Riley Wormley,RB,USC,FRES,,1.94,,,,,,0.14,8.08,2,0.13,1.04,0.15,0.5,,2.682,2.607,2.682,2.682,,,,,,,,,,,,
Kory Amachree,RB,KANSAS,LIU,,1.94,,,,,,0.11,10,2,0.01,2,0.09,0.11,,2.01,1.965,2.01,2.01,,,,,,,,,,,,
Chris Davis Jr.,RB,STNFRD,HAWAII,0,1.9,,,,,,0.08,10.56,2,0.01,2.41,0.14,0.12,,1.977,1.907,1.977,1.977,,,,,,,,,,,,
Carson Smith,RB,ARMY,BRYANT,,1.85,,,,,,0.09,13.14,3,0,0.02,,0.09,,1.856,1.856,1.856,1.856,,,,,,,,,,,,
Richard Young,RB,COLO,GT,,1.81,,,,,,0.11,9,9,0.04,2,0.54,0.5,,2.54,2.27,2.54,2.54,,,,,,,,,,,,
Chad Alexander,RB,GT,CU,,1.81,,,,,,0.08,9.52,2,0.04,0.75,0.31,0.12,,2.057,1.902,2.057,2.057,,,,,,,,,,,,
Jae Lamar,RB,UGA,,,1.8,,,,,,0.22,,,0.07,,,0.3,,1.74,1.74,1.74,1.74,,,,,,,,,,,,
Ansu Sanoe,RB,WASH,,,1.8,,,,,,0.22,,,0.07,,,0.3,,1.74,1.74,1.74,1.74,,,,,,,,,,,,
Isaiah Carlson,RB,SJST,EMICH,,1.79,,,,,,0.13,9.21,2,0.01,0.36,0.08,0.37,,1.877,1.837,1.877,1.877,,,,,,,,,,,,
Juelz Goff,RB,BSU,ORE,,1.76,,,,,,0.08,7.53,1.5,0.01,1.9,0.24,0.5,,1.723,1.603,1.723,1.723,,,,,,,,,,,,
Justin Cook,RB,PITT,,,1.74,,,,,,0.22,,,0.07,,,0.29,,1.74,1.74,1.74,1.74,,,,,,,,,,,,
Cam Wallace,RB,PSU,,,1.74,,,,,,0.22,,,0.07,,,0.29,,1.74,1.74,1.74,1.74,,,,,,,,,,,,
AK Dear,RB,ALA,ECU,,1.74,,,,,,0.1,7.94,2,0,1.3,0.17,0.1,,1.694,1.609,1.694,1.694,,,,,,,,,,,,
Da'Jaun Riggs,RB,ORE,BOISE,,1.73,,,,,,0.08,7.87,1.5,0.01,1.81,0.24,0.26,,1.748,1.628,1.748,1.748,,,,,,,,,,,,
Trelain Maddox,RB,GT,TENN,,1.63,,,,,,0.07,7.52,1.5,0.07,0.69,0.2,0.5,,1.861,1.761,1.861,1.861,,,,,,,,,,,,
Marquese Williams,RB,AKR,WAKE,,1.6,,,,,,0.07,9.48,2,0.01,1.8,0.16,0.5,,1.768,1.688,1.768,1.768,,,,,,,,,,,,
Synkwan Smith,RB,PITT,MIAOH,,1.58,,,,,,0.04,4.42,1,0.01,3.83,0.48,0.15,,1.605,1.365,1.605,1.605,,,,,,,,,,,,
Antwan Roberts Jr.,RB,ARIZONA,NOARI,,1.57,,,,,,0.1,9.46,2,0,,,0.1,,1.546,1.546,1.546,1.546,,,,,,,,,,,,
Deandre Desinor,RB,NCST,UNC,,1.56,,,,,,0.06,8.93,2,0,1.09,0.18,0.07,,1.542,1.452,1.542,1.542,,,,,,,,,,,,
Easton Miller,RB,ISU,IOWA,,1.55,,,,,,0.08,8.71,2.25,0.01,0.89,0.11,0.08,,1.61,1.555,1.61,1.61,,,,,,,,,,,,
Devaughn Eka,RB,BYU,,,1.5,,,,,,0.19,,,0.06,,,0.25,,1.5,1.5,1.5,1.5,,,,,,,,,,,,
CJ Givers,RB,DUKE,TULN,,1.5,,,,,,0.07,8.19,1,0,1.09,0.03,0.1,,1.378,1.363,1.378,1.378,,,,,,,,,,,,
Travis Wood,RB,AIRFORCE,DUQ,,1.49,,,,,,0.09,9.16,2,0,0.18,0.02,0.09,,1.494,1.484,1.494,1.494,,,,,,,,,,,,
Simeon Price,RB,ORE,BOISE,,1.47,,,,,,0.08,6.2,1,0.01,1.14,0.2,0.5,,1.474,1.374,1.474,1.474,,,,,,,,,,,,
Romelo Ware,RB,NORTHERNILLINOIS,IOWA,,1.44,,,,,,0.08,7.56,1,0.01,1.27,0.08,0.5,,1.503,1.463,1.503,1.503,,,,,,,,,,,,
Malae Fonoti,RB,MIZZ,,,1.44,,,,,,0.18,,,0.06,,,0.24,,1.44,1.44,1.44,1.44,,,,,,,,,,,,
Terrance Brown,RB,MIDDLETENNST,MUR,,1.42,,,,,,0.05,4.33,1,0.03,2.11,0.35,0.14,,1.474,1.299,1.474,1.474,,,,,,,,,,,,
Nick Peal,RB,UGA,,,1.38,,,,,,0.17,,,0.06,,,0.23,,1.38,1.38,1.38,1.38,,,,,,,,,,,,
Kwinten Ives,RB,NEB,OHIO,,1.28,,,,,,0.1,4.7,1,0.07,0.99,0.1,0.5,,1.689,1.639,1.689,1.689,,,,,,,,,,,,
Nolan Ray,RB,BC,CIN,,1.28,,,,,,0.07,4.46,1,0.03,1.52,0.23,0.49,,1.428,1.313,1.428,1.428,,,,,,,,,,,,
Martavious Boswell,RB,WVU,COASTC,,1.2,,,,,,0.04,4.71,1,0.01,2.47,0.21,0.1,,1.228,1.123,1.228,1.228,,,,,,,,,,,,
Christian Rhodes,RB,SMU,,,1.2,,,,,,0.15,,,0.05,,,0.2,,1.2,1.2,1.2,1.2,,,,,,,,,,,,
Niko Castillo,RB,MINN,,,1.14,,,,,,0.14,,,0.05,,,0.19,,1.14,1.14,1.14,1.14,,,,,,,,,,,,
Marquise Collins,RB,UAB,ILL,,1.1,,,,,,0.06,5.19,1,0.01,0.79,0.13,0.27,,1.148,1.083,1.148,1.148,,,,,,,,,,,,
Cortez LeGrant,RB,NDST,FORD,,1.09,,,,,,0.06,5.08,1,0,0.83,0.09,0.06,,1.041,0.996,1.041,1.041,,,,,,,,,,,,
Anthony League,RB,CAL,,,1.08,,,,,,0.14,,,0.04,,,0.18,,1.08,1.08,1.08,1.08,,,,,,,,,,,,
Nykahi Davenport,RB,AUB,BAY,,1.02,,,,,,0.07,5.2,1,0,0.59,0.07,0.17,,1.069,1.034,1.069,1.069,,,,,,,,,,,,
Cardae Mack,RB,ASU,,,1.02,,,,,,0.13,,,0.04,,,0.17,,1.02,1.02,1.02,1.02,,,,,,,,,,,,
Donald Chaney,RB,LOUISIANAMONROE,MSST,,1,,,,,,0.04,5.87,1,0.03,0.6,0.08,0.5,,1.147,1.107,1.147,1.147,,,,,,,,,,,,
Alvon Isaac,RB,SOUTHFLORIDA,FIU,,0.99,,,,,,0.04,4.69,1,0.01,0.81,0.11,0.68,,0.96,0.905,0.96,0.96,,,,,,,,,,,,
Janerious Jackson,RB,NEV,WESTKY,,0.98,,,,,,0.07,4.79,1,0.01,0.54,0.06,0.6,,1.073,1.043,1.073,1.073,,,,,,,,,,,,
James Simon,RB,TEX,,,0.96,,,,,,0.12,,,0.04,,,0.16,,0.96,0.96,0.96,0.96,,,,,,,,,,,,
Joshua Dye,RB,MISS,LOU,,0.95,,,,,,0.06,4,1,0,0.75,0.15,0.15,,0.985,0.91,0.985,0.985,,,,,,,,,,,,
Josiah McLaurin,RB,MARSHALL,PSU,,0.95,,,,,,0.05,4.82,1,0.01,0.67,0.05,0.06,,0.959,0.934,0.959,0.959,,,,,,,,,,,,
Julian Walker,RB,LOUISIANAMONROE,MSST,,0.95,,,,,,0.04,6.26,1,0.02,0.56,0.08,0.14,,1.122,1.082,1.122,1.122,,,,,,,,,,,,
Taji Atkins,RB,TEXASSTATE,TEX,,0.95,,,,,,0.04,4.91,1,0.01,0.98,0.14,0.11,,1.029,0.959,1.029,1.029,,,,,,,,,,,,
Darrien Jones,RB,UNLV,MEMP,0,0.94,,,,,,0.06,5.04,1,0.01,0.61,0.04,0.14,,1.025,1.005,1.025,1.025,,,,,,,,,,,,
Seth Davis,RB,TLSA,OKST,,0.94,,,,,,0.04,4.78,1,0,0.81,0.14,0.09,,0.939,0.869,0.939,0.939,,,,,,,,,,,,
Kaden Winkfield,RB,SAMHOUSTON,TROY,,0.94,,,,,,0.03,4.54,1,0.01,0.95,0.18,0.08,,0.969,0.879,0.969,0.969,,,,,,,,,,,,
Davion Godley,RB,SACST,MSVL,,0.92,,,,,,0.05,4.28,1,0,0.7,0.1,0.05,,0.898,0.848,0.898,0.898,,,,,,,,,,,,
Martels Carter Jr.,RB,UK,,,0.9,,,,,,0.11,,,0.04,,,0.15,,0.9,0.9,0.9,0.9,,,,,,,,,,,,
London Montgomery,RB,FLA,,,0.9,,,,,,0.11,,,0.04,,,0.15,,0.9,0.9,0.9,0.9,,,,,,,,,,,,
Justin Williams-Thomas,RB,MASSACHUSETTS,RUT,,0.85,,,,,,0.04,4.56,1,0.03,0.69,0.08,0.55,,1.025,0.985,1.025,1.025,,,,,,,,,,,,
Kaleb Jackson,RB,LSU,OKLA,,0.84,,,,,,0.04,4.19,1,0,0.83,0.1,0.04,,0.842,0.792,0.842,0.842,,,,,,,,,,,,
Jasper Parker,RB,ARK,,,0.84,,,,,,0.11,,,0.04,,,0.14,,0.9,0.9,0.9,0.9,,,,,,,,,,,,
Jarvis Green,RB,CLEM,,,0.84,,,,,,0.11,,,0.04,,,0.14,,0.9,0.9,0.9,0.9,,,,,,,,,,,,
AJ Green Jr.,RB,WESTERNMICHIGAN,MICH,,0.83,,,,,,0.05,4.12,1,0,0.4,0.1,0.1,,0.852,0.802,0.852,0.852,,,,,,,,,,,,
Skyler Jackson,RB,ORST,HOU,,0.82,,,,,,0.03,4.04,1,0.01,0.95,0.15,0.06,,0.889,0.814,0.889,0.889,,,,,,,,,,,,
Cincere Rhaney,RB,SACST,MSVL,,0.81,,,,,,0.06,3.88,1,0,0.16,0.02,0.06,,0.784,0.774,0.784,0.784,,,,,,,,,,,,
Braylon Toliver,RB,NDST,FORD,,0.79,,,,,,0.05,4.73,1,0,,,0.05,,0.773,0.773,0.773,0.773,,,,,,,,,,,,
Micah Johnson,RB,KU,MIZZOU,,0.78,,,,,,0.1,0,0,0.03,0,0,0.13,,0.78,0.78,0.78,0.78,,,,,,,,,,,,
Austin Clemons,RB,MIDDLETENNST,MUR,,0.74,,,,,,0.05,4.04,1,0,0.21,0.04,0.14,,0.765,0.745,0.765,0.765,,,,,,,,,,,,
Bryce Burgess,RB,TROY,SAMHOU,,0.67,,,,,,0.04,3.95,1,0.01,0.2,0.04,0.37,,0.755,0.735,0.755,0.755,,,,,,,,,,,,
Taeo Todd,RB,GASO,,,0.66,,,,,,0.08,,,0.03,,,0.11,,0.66,0.66,0.66,0.66,,,,,,,,,,,,
Jalen Rashad Turner,RB,AIRFORCE,NDST,,0.66,,,,,,0.03,4.42,1,0,0.08,0.01,0.03,,0.64,0.635,0.64,0.64,,,,,,,,,,,,
Tuna Altahir,RB,STNFRD,HAWAII,0,0.6,,,,,,0.01,3.6,1,0.02,0.61,0.07,0.26,,0.671,0.636,0.671,0.671,,,,,,,,,,,,
Brady Mott,RB,ARMY,USF,,0.53,,,,,,0.02,3.93,1,0,,,0.02,,0.513,0.513,0.513,0.513,,,,,,,,,,,,
Xavier Ford,RB,MINN,,,0.42,,,,,,0.05,,,0.02,,,0.07,,0.42,0.42,0.42,0.42,,,,,,,,,,,,
Jamarion Wilcox,RB,MARSHALL,PSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Taevion Swint,RB,CENTRALFLORIDA,BC,,0,,,,,,0,0,0,0,0,0,0.31,,0,0,0,0,,,,,,,,,,,,
Henry Rutledge,RB,UNCCHARLOTTE,CIT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Kanye Roberts,RB,APPALACHIANSTATE,MAINE,,0,,,,,,0,0,0,0,0,0,0.24,,0,0,0,0,,,,,,,,,,,,
Mike Taylor Jr.,RB,OHIO,NEB,,0,,,,,,0,0,0,0,0,0,0.19,,0,0,0,0,,,,,,,,,,,,
Treyaun Webb,RB,APPALACHIANSTATE,MAINE,,0,,,,,,0,0,0,0,0,0,0.22,,0,0,0,0,,,,,,,,,,,,
Johnny Thompson Jr.,RB,BALLSTATE,OSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Brandon Ramirez,RB,FRESNOSTATE,USC,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tiger Riden,RB,TXAM,MOSTU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Devin Spencer,RB,ARKANSASSTATE,MEMP,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tate Carney,RB,WAKE,DUKE,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Iverson Celestine,RB,SOUTHALABAMA,TXST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Kaden Cloud,RB,AIRFORCE,CSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jeremiah Coney,RB,VIRGINIATECH,UVA,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Marquis Crosby,RB,ORST,WASHST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jovesa Damuni,RB,BYU,UCF,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Derrick Davis,RB,PITT,MIAFL,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Bryce Duke,RB,UTAH,KU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tye Edwards,RB,WVU,TTU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
John Emery,RB,UTSA,ARMY,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tim Gans,RB,NMEXST,MIDDTN,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Julian Gray,RB,LIBERTY,KENNST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Ayden Harris,RB,KENT,NIU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tre' Hartwell,RB,WESTERNMICHIGAN,EMICH,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Ashton Hayes,RB,NEVADA,UNLV,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jay Haynes,RB,CLEM,SCAR,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Elijah Jackson,RB,BALLSTATE,MIAOH,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
James Jointer,RB,EMICH,WESTMI,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Josh Joyner,RB,MISSOURISTATE,LATECH,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Khalifa Keith,RB,APPALACHIANSTATE,ARKST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Devin Mockobee,RB,PURDUE,IND,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Carson Morgan,RB,RICE,USF,,0.3,,,,,,0.04,,,0.01,,,0.06,,0.3,0.3,0.3,0.3,,,,,,,,,,,,
Sevion Morrison,RB,TLSA,UAB,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Cartevious Norton,RB,SOUTHFLORIDA,RICE,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Ryver Peppers,RB,IOWASTATE,OKST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jaylen Poe,RB,NORTHERNILLINOIS,KENT,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Cam Porter,RB,NORTHWESTERN,ILL,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
JB Price,RB,KANSASSTATE,CU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Fred Robertson,RB,LOUISIANATECH,MOSTU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Eli Sanders,RB,USC,UCLA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Joquez Smith,RB,TEMPLE,UNT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
CJ Stokes,RB,UNCCHARLOTTE,TULN,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Domonique Thomas,RB,MISSISSIPPI,MSST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Kenny Tracy,RB,MIAOH,BALLST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
John Volker,RB,MICH,OSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jamaal Wiley,RB,CAL,SMU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Roydell Williams,RB,FSU,FLA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
PaSean Wimberly,RB,BOWLINGGREEN,MASS,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Travis Terrell Jr.,RB,PUR,WAKE,,0,,,,,,0,0,0,0,0,0,0.24,,0,0,0,0,,,,,,,,,,,,
Lloyd Benson III,RB,ARMY,USF,,1.02,,,,,,0.13,,,0.04,,,0.17,,1.02,1.02,1.02,1.02,,,,,,,,,,,,
Harrison Bortolotti,RB,WISCONSIN,WESTIL,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Ryan Estrada,RB,MINNESOTA,MSST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Juntavious Harris,RB,TEXASSTATE,TXSA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Javian Mallory,RB,MIA,FLAAM,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Ryan Niblett,RB,TEX,OSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Nate Palmer,RB,WISCONSIN,WESTIL,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Deshonne Redeaux,RB,USC,ULLAF,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Grayson Rigdon,RB,ARIZONASTATE,TEXAM,,0,,,,,,0,0,0,0,0,0,0.23,,0,0,0,0,,,,,,,,,,,,
Shawn Simeon,RB,TOLEDO,CENTCT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
JoJo Troupe,RB,UNC,EASTTN,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Kenneth Williams,RB,MSU,EMICH,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Malachi Toney,WR,MIA,STNFRD,,26.24,,,,,,0.08,7.65,1.77,0.84,98.04444444,6.686,0.85,,22.77544444,19.43244444,22.77544444,22.77544444,,,,,,,,,,,,
Gavin Freeman,WR,BAY,AUB,,24.71,,,,,,0.03,3,0,0.97,96.55,8.75,0.6,,24.705,20.33,24.705,24.705,,,,,,,,,,,,
Jeremiah Smith,WR,OSU,BALLST,,23.88,,,,,,0.01,1.34,0.18,0.99,105.77,7.19,1.02,,23.901,20.306,23.901,23.901,,,,,,,,,,,,
Easton Messer,WR,FAU,FLA,,22.86,,,,,,0.09,2.1,0.25,0.84,94.14,7.7,0.5,,22.904,19.054,22.904,22.904,,,,,,,,,,,,
KJ Duff,WR,RUTG,MASS,,22.43,,,,,,0,0,0,0.74,112,6.79,1.06,,22.43,19.035,22.43,22.43,,,,,,,,,,,,
Kelby Valsin,WR,FAU,FLA,,20.41,,,,,,0.01,0.59,0.14,0.74,87.28,7.01,0.5,,20.297,16.792,20.297,20.297,,,,,,,,,,,,
Dezmen Roebuck,WR,WASH,WASHST,,20.05,,,,,,0.01,1.29,0.24,0.91,81,6.25,0.65,,19.999,16.874,19.999,19.999,,,,,,,,,,,,
Anthony Evans III,WR,MSST,ULMON,,19.95,,,,,,0.02,3.52,0.61,0.59,97.68,6.17,0.9,,19.95,16.865,19.95,19.95,,,,,,,,,,,,
Wyatt Young,WR,OKST,TLSA,,19.28,,,,,,0.01,0.97,0.23,0.62,87.03,6.63,0.5,,19.21,15.895,19.21,19.21,,,,,,,,,,,,
Tony Diaz,WR,IOWA,NIU,,19.15,,,,,,0.06,7.93,1.58,0.48,82.59,6.78,0.38,,19.072,15.682,19.072,19.072,,,,,,,,,,,,
Omarion Miller,WR,ARIZONASTATE,MORGST,,18.73,,,,,,0,0,0,0.82,55.3,5.33,0.63,,15.78,13.115,15.78,15.78,,,,,,,,,,,,
Amare Thomas,WR,HOU,ORST,,18.66,,,,,,0.01,1.48,0.34,0.87,78.94,5.462857143,0.84,,18.78485714,16.05342857,18.78485714,18.78485714,,,,,,,,,,,,
Collin Dixon,WR,ILL,UAB,,18.57,,,,,,0.01,0.68,0.23,0.82,79.43,5.5,0.83,,18.491,15.741,18.491,18.491,,,,,,,,,,,,
Josh Dallas,WR,GEORGIASOUTHERN,CHSOU,,18.55,,,,,,0.13,3.66,0.8,0.72,80.56,5.58,0.56,,19.102,16.312,19.102,19.102,,,,,,,,,,,,
Evan Stewart,WR,ORE,BOISE,,18.45,,,,,,0.01,0.45,0.14,0.85,76.82,5.45,0.59,,18.337,15.612,18.337,18.337,,,,,,,,,,,,
Umari Hatcher,WR,SYRACUSE,UNH,,18.15,,,,,,0.01,0.6,0.15,0.6,68.42071429,5.97,0.33,,16.53207143,13.54707143,16.53207143,16.53207143,,,,,,,,,,,,
Cam'ron Lacy,WR,MIDDLETENNST,MUR,,18.03,,,,,,0.04,4.85,1.56,0.45,67.94,7.81,0.4,,18.029,14.124,18.029,18.029,,,,,,,,,,,,
TK King,WR,NMEXST,MERCYH,,17.92,,,,,,0.04,2.21,0.83,0.54,82.33,5.97,0.49,,17.904,14.919,17.904,17.904,,,,,,,,,,,,
Jordan Faison,WR,ND,WISC,,17.33,,,,,,0,0.25,0.1,0.78,69.5,5.86,0.72,,17.515,14.585,17.515,17.515,,,,,,,,,,,,
Onterrio Smith Jr.,WR,SACST,MSVL,,17.27,,,,,,0.01,0.75,0.17,0.53,73.38,6.61,0.66,,17.263,13.958,17.263,17.263,,,,,,,,,,,,
Javon Tracy,WR,MINNESOTA,EASTIL,,16.99,,,,,,0.02,2.3,0.19,0.98,57.95,4.98,0.55,,17.005,14.515,17.005,17.005,,,,,,,,,,,,
Dakorien Moore,WR,ORE,BOISE,,16.84,,,,,,0.01,3.38,0.39,0.6,77.44,4.96,0.53,,16.702,14.222,16.702,16.702,,,,,,,,,,,,
Sean Wilson,WR,DELAWARE,MERRIM,,16.7,,,,,,0.01,0.71,0.16,0.53,89.35,4.99,0.4,,17.236,14.741,17.236,17.236,,,,,,,,,,,,
Jordan Allen,WR,GT,CU,,16.64,,,,,,0.04,7.12,0.89,0.33,74.85,6.19,0.51,,16.607,13.512,16.607,16.607,,,,,,,,,,,,
