Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Lotzeir Brooks,WR,ALA,ECU,,12.05,,,,,,0.04,2.52,1.09,0.48,40.5775,3.88,0.55,,11.30975,9.36975,11.30975,11.30975,,,,,,,,,,,,
Brett Eskildsen,WR,PSU,MARSH,,12.01,,,,,,0,0,0,0.65,52.22,3.63,0.48,,12.752,10.937,12.752,12.752,,,,,,,,,,,,
Jaedn Skeete,WR,BC,CIN,,12,,,,,,0,0,0,0.29,74,3.5,0.39,,12.64,10.89,12.64,12.64,,,,,,,,,,,,
Brodie Malone-Bradford,WR,NMEXST,MERCYH,,11.95,,,,,,0,0,0,0.46,49.11,4.25,0.46,,11.921,9.796,11.921,11.921,,,,,,,,,,,,
Jimmy Calloway,WR,TLSA,OKST,,11.9,,,,,,0.04,4.11,0.85,0.36,52.2,3.79,0.28,,11.821,9.926,11.821,11.821,,,,,,,,,,,,
Braylon Staley,WR,TENNESSEE,FURMAN,,11.89,,,,,,0,0,0,0.73,48.34,2.51,0.55,,11.724,10.469,11.724,11.724,,,,,,,,,,,,
Mikey Matthews,WR,UCLA,FURMAN,,11.86,,,,,,0.04,1.72,0.14,0.43,57.55,3.52,0.5,,12.267,10.507,12.267,12.267,,,,,,,,,,,,
Harold Mack,WR,EMICH,SACST,0,11.86,,,,,,0.02,2.12,0.86,0.34,49.14,4.55,0.48,,11.836,9.561,11.836,11.836,,,,,,,,,,,,
Javon Brown,WR,UCONN,LAF,,11.82,,,,,,0.01,0.79,0.2,0.32,59.94,3.71,0.29,,11.763,9.908,11.763,11.763,,,,,,,,,,,,
Isiah Canion,WR,UGA,TENNST,,11.82,,,,,,0,0,0,0.53,57.62,3.21,0.51,,12.152,10.547,12.152,12.152,,,,,,,,,,,,
Justin Bowick,WR,OKST,TLSA,,11.81,,,,,,0,0,0,0.55,49.52,3.48,0.61,,11.732,9.992,11.732,11.732,,,,,,,,,,,,
Devin McCuin,WR,OSU,BALLST,,11.79,,,,,,0.01,0.95,0.2,0.43,45.14,4.52,0.44,,11.769,9.509,11.769,11.769,,,,,,,,,,,,
Keith Reynolds,WR,MIAOH,PITT,,11.75,,,,,,0.07,11.11,1.91,0.14,47.94,4.61,0.32,,11.775,9.47,11.775,11.775,,,,,,,,,,,,
Javen Nicholas,WR,DUKE,TULN,,11.73,,,,,,0.02,1.58,0.16,0.52,46.66,3.63,0.5,,11.694,9.879,11.694,11.694,,,,,,,,,,,,
Jeremiah Koger,WR,AUB,BAY,,11.69,,,,,,0,0,0,0.52,42.5,3.4,0.59,,10.77,9.07,10.77,10.77,,,,,,,,,,,,
Malik Knight,WR,PITT,MIAOH,,11.64,,,,,,0.01,0.35,0.2,0.41,53.09,3.67,0.5,,11.534,9.699,11.534,11.534,,,,,,,,,,,,
Tristian Gardner,WR,CCAR,WVU,,11.61,,,,,,0,0,0,0.59,55.91,2.68,0.39,,11.811,10.471,11.811,11.811,,,,,,,,,,,,
Arhmad Branch,WR,USF,FIU,,11.61,,,,,,0.01,1.21,0.38,0.39,47.87,4.24,0.28,,11.548,9.428,11.548,11.548,,,,,,,,,,,,
Josiah Freeman,WR,FRES,USC,,11.59,,,,,,0.03,1.24,0.13,0.65,48.74,2.1,0.4,,11.178,10.128,11.178,11.178,,,,,,,,,,,,
Corey Scott,WR,JMU,LIB,,11.54,,,,,,0.01,0.35,0.13,0.46,46.78,4.04,0.5,,11.573,9.553,11.573,11.573,,,,,,,,,,,,
Kyle McNeal,WR,FIU,USF,,11.53,,,,,,0.05,0.63,0.08,0.23,58.79,3.88,0.5,,11.502,9.562,11.502,11.502,,,,,,,,,,,,
Javarius Green,WR,BC,RUT,,11.48,,,,,,0.05,0,0,0.29,53.22,4.44,0.5,,11.802,9.582,11.802,11.802,,,,,,,,,,,,
RJ Vick,WR,COLORADOSTATE,WYO,,11.46,,,,,,0,0,0,0.3,51.17,4.48,0.05,,11.397,9.157,11.397,11.397,,,,,,,,,,,,
Sam Pickett III,WR,APPALACHIANSTATE,MAINE,,11.41,,,,,,0,0,0,0.52,43.73,3.91,0.09,,11.403,9.448,11.403,11.403,,,,,,,,,,,,
Marcel Williams,WR,AKR,WAKE,,11.37,,,,,,0,0,0,0.25,60.78,4.53,0.5,,12.108,9.843,12.108,12.108,,,,,,,,,,,,
Eric Singleton Jr.,WR,FLA,FLAATL,,11.34,,,,,,0.03,2.67,0.52,0.2,43.82,5.31,0.41,,11.339,8.684,11.339,11.339,,,,,,,,,,,,
Danny Scudero,WR,COLO,GT,,11.3,,,,,,0.01,1.11,0.27,0.41,41.3,4.52,0.57,,11.281,9.021,11.281,11.281,,,,,,,,,,,,
Kyler Kasper,WR,BYU,UTAHTE,,11.3,,,,,,0.01,2.08,0.47,0.39,56.9,3.57,0.43,,11.868,10.083,11.868,11.868,,,,,,,,,,,,
Destyn Hill,WR,TULN,DUKE,,11.21,,,,,,0.01,0.55,0.14,0.32,50.71,4.08,0.34,,11.186,9.146,11.186,11.186,,,,,,,,,,,,
Aeryn Hampton,WR,ORST,HOU,,11.2,,,,,,0,0.28,0.07,0.34,51.81,3.89,0.24,,11.139,9.194,11.139,11.139,,,,,,,,,,,,
Joshua Manning,WR,KANSASSTATE,NICH,,11.18,,,,,,0.02,1.32,0.14,0.39,46.07,3.98,0.25,,11.179,9.189,11.179,11.179,,,,,,,,,,,,
Duane Thomas Jr.,WR,CENTRALFLORIDA,BC,,11.16,,,,,,0.08,5.19,1.23,0.27,48.95,4.31,0.36,,11.824,9.669,11.824,11.824,,,,,,,,,,,,
Hunter Summers,WR,ARST,MEMP,,11.02,,,,,,0.05,0.11,0.05,0.33,46.05,4.12,0.5,,11.016,8.956,11.016,11.016,,,,,,,,,,,,
Brayden Munroe,WR,KENNESAWSTATE,WESTGA,,11,,,,,,,,,0.38,48,3.94,0.38,,11.02,9.05,11.02,11.02,,,,,,,,,,,,
Sacovie White-Helton,WR,GEORGIA,TENNST,,10.93,,,,,,0.01,1.4,0.28,0.28,48.09,4.21,0.5,,10.899,8.794,10.899,10.899,,,,,,,,,,,,
Asaad Waseem,WR,PURDUE,INST,,10.89,,,,,,0,0.38,0.1,0.18,45.4,5.21,0.12,,10.868,8.263,10.868,10.868,,,,,,,,,,,,
AJ Wilson,WR,UTSA,UTRGV,,10.89,,,,,,0.01,0.76,0.33,0.28,57.83,3.41,0.52,,11.009,9.304,11.009,11.009,,,,,,,,,,,,
Jojo Stone,WR,FIU,USF,,10.87,,,,,,0.05,3.79,0.74,0.39,45.29,3.95,0.5,,11.498,9.523,11.498,11.498,,,,,,,,,,,,
Cayden Lee,WR,MIZZ,ARKPB,,10.85,,,,,,0.01,2.98,0.46,0.35,45.81,3.78,0.62,,10.819,8.929,10.819,10.819,,,,,,,,,,,,
Corri Milliner,WR,UNT,IND,,10.82,,,,,,0.05,0.5,0.11,0.39,43.5,3.77,0.5,,10.81,8.925,10.81,10.81,,,,,,,,,,,,
Javon Robinson,WR,UTAHSTATE,IDAST,,10.78,,,,,,0.03,3,0,0.3,42.97,4.21,0.47,,10.787,8.682,10.787,10.787,,,,,,,,,,,,
Wayne Harris,WR,KENT,SCAR,,10.76,,,,,,0.03,3.83,0.99,0.24,55.95,3.2,0.5,,10.798,9.198,10.798,10.798,,,,,,,,,,,,
Audric Harris,WR,HAWAII,UNLV,,10.75,,,,,,0.01,2.42,0.3,0.46,52.7,2.21,0.49,,10.542,9.437,10.542,10.542,,,,,,,,,,,,
Legend Glasker,WR,BYU,UTAHTE,,10.73,,,,,,0.05,5.37,0.79,0.3,42.52,3.74,0.23,,10.629,8.759,10.629,10.629,,,,,,,,,,,,
Mekhi Collins,WR,NDST,JAXST,0,10.7,,,,,,0.03,3.93,0.51,0.47,48.55,3.02,0.36,,11.268,9.758,11.268,11.268,,,,,,,,,,,,
David Amador II,WR,UTSA,UTRGV,,10.68,,,,,,0.02,3.29,0.72,0.29,53.57,2.81,0.69,,10.356,8.951,10.356,10.356,,,,,,,,,,,,
Bryson Hammer,WR,TOLEDO,MSU,,10.68,,,,,,0.03,2,0.54,0.32,46.09,3.76,0.19,,10.669,8.789,10.669,10.669,,,,,,,,,,,,
Takye Heath,WR,VIRGINIATECH,VMI,,10.66,,,,,,0.04,3,,0.52,52,1.2,0.09,,10.06,9.46,10.06,10.06,,,,,,,,,,,,
Jalen Mickens,WR,LOUISIANATECH,NWST,,10.66,,,,,,0.03,2.93,0.42,0.22,49.83,3.84,0.22,,10.616,8.696,10.616,10.616,,,,,,,,,,,,
Oran Singleton Jr.,WR,TLSA,OKST,,10.59,,,,,,0.03,2.85,0.41,0.29,43.83,4.03,0.35,,10.618,8.603,10.618,10.618,,,,,,,,,,,,
Horatio Fields,WR,MISS,LOU,,11.7195,,,,,,0,0.39,0.1,0.33,54.755,4.225,0.33,,11.7195,9.607,11.7195,11.7195,,,,,,,,,,,,
DeAndre Moore Jr.,WR,COLO,MOOREJR,,10.58,,,,,,0,0,0,0.3,48.72,3.91,0.58,,10.582,8.627,10.582,10.582,,,,,,,,,,,,
Jayshon Platt,WR,ILL,UAB,,10.57,,,,,,0.01,1.88,0.27,0.3,47.86,3.66,0.31,,10.494,8.664,10.494,10.494,,,,,,,,,,,,
Dallas Wilson,WR,FLA,FLAATL,,12.76308333,,,,,,0,0,0,0.66,52.0975,3.593333333,0.49,,12.76308333,10.96641667,12.76308333,12.76308333,,,,,,,,,,,,
Landon Sides,WR,EASTCAROLINA,ALA,,10.53,,,,,,0,0.24,0.07,0.37,54.24,3.57,0.5,,11.238,9.453,11.238,11.238,,,,,,,,,,,,
Koby Howard,WR,PSU,MARSH,,10.52,,,,,,0.04,4.71,1.19,0.09,48.33,4.39,0.5,,10.474,8.279,10.474,10.474,,,,,,,,,,,,
Victor Snow,WR,NCST,UVA,,10.49,,,,,,0.46,2.04,0.03,0.35,39.37,1.49,0.96,,10.491,9.746,10.491,10.491,,,,,,,,,,,,
Langston Lewis,WR,CMU,NM,,10.48,,,,,,0.02,1.97,0.47,0.35,57.13,1.74,0.5,,9.87,9,9.87,9.87,,,,,,,,,,,,
Yannick Smith,WR,SMU,FSU,,10.45,,,,,,0.01,0.32,0.13,0.29,53.9,3.21,0.43,,10.432,8.827,10.432,10.432,,,,,,,,,,,,
Cooper Barkate,WR,MIA,STNFRD,,12.33833333,,,,,,0.01,0.63,0.15,0.34,60.98666667,4.076666667,0.76,,12.33833333,10.3,12.33833333,12.33833333,,,,,,,,,,,,
Jourdin Houston,WR,RUTG,MASS,,10.43,,,,,,0.05,0,0,0.33,45.91,3.81,0.5,,10.681,8.776,10.681,10.681,,,,,,,,,,,,
Derrick Eley,WR,UNCCHARLOTTE,CIT,,10.41,,,,,,0.01,1.41,0.26,0.36,47.6,3.23,0.16,,10.351,8.736,10.351,10.351,,,,,,,,,,,,
Tyler Johnson,WR,ECU,ALA,,10.38,,,,,,0.01,0.98,0.21,0.35,54.11,2.67,0.2,,10.339,9.004,10.339,10.339,,,,,,,,,,,,
Jaron Tibbs,WR,KANSASSTATE,NICH,,10.38,,,,,,0.03,2.97,0.58,0.32,52.06,3.38,0.5,,10.983,9.293,10.983,10.983,,,,,,,,,,,,
Kameran Shanks,WR,WAKE,AKR,,10.36,,,,,,0.03,4.17,0.79,0.24,41.54,4.17,0.22,,10.361,8.276,10.361,10.361,,,,,,,,,,,,
Bryson Rodgers,WR,SOUTHFLORIDA,FIU,,10.36,,,,,,0.01,1.15,0.22,0.32,44.04,3.78,0.3,,10.279,8.389,10.279,10.279,,,,,,,,,,,,
Anthony Brown-Stephens,WR,TULN,DUKE,,10.35,,,,,,0.03,3.54,0.63,0.32,51.14,3.31,0.52,,10.878,9.223,10.878,10.878,,,,,,,,,,,,
Troy Omeire,WR,UNM,CMU,,10.33,,,,,,0,0,0,0.28,51.24,3.5,0.44,,10.304,8.554,10.304,10.304,,,,,,,,,,,,
DeAree Rogers,WR,NIU,IOWA,,10.29,,,,,,0.02,1.62,0.16,0.38,48.03,3.48,0.5,,10.845,9.105,10.845,10.845,,,,,,,,,,,,
Kayden Dixon-Wyatt,WR,USC,FRES,,10.28,,,,,,0,0,0,0.34,38.13,4.45,0.48,,10.303,8.078,10.303,10.303,,,,,,,,,,,,
Dalen Penson,WR,GT,CU,,10.18,,,,,,0.04,5.33,0.9,0.17,46.01,3.73,0.29,,10.124,8.259,10.124,10.124,,,,,,,,,,,,
Hayden Eligon II,WR,NORTHWESTERN,SDAKST,,10.08,,,,,,0,0.35,0.09,0.28,57.95,2.83,0.25,,10.34,8.925,10.34,10.34,,,,,,,,,,,,
Jasaiah Gathings,WR,BUFFALO,ALBANY,,10.07,,,,,,0,0,0,0.29,56.99,2.05,0.42,,9.489,8.464,9.489,9.489,,,,,,,,,,,,
Tiaquelin Mims,WR,UAB,ILL,,10.07,,,,,,,,0.09,0.32,44,3.75,0.24,,10.07,8.195,10.07,10.07,,,,,,,,,,,,
Zion Booker,WR,KENNESAWSTATE,WESTGA,,10.02,,,,,,0.03,3.78,0.99,0.32,41.31,3.94,0.47,,10.549,8.579,10.549,10.549,,,,,,,,,,,,
Zion Ragins,WR,MSST,MINN,,9.98,,,,,,0.01,1.14,0.38,0.32,46.63,3.18,0.5,,9.937,8.347,9.937,9.937,,,,,,,,,,,,
Derrick Avery Jr.,WR,GEORGIASTATE,NCAT,,9.94,,,,,,0,0,0,0.36,36.73,4.05,0.45,,9.883,7.858,9.883,9.883,,,,,,,,,,,,
Coy Eakin,WR,TEXASTECH,ABICHR,,11.17968067,,,,,,0,0,0,0.3,57.76823529,3.602857143,0.35,,11.17968067,9.378252101,11.17968067,11.17968067,,,,,,,,,,,,
Markus Allen,WR,MIDDLETENNST,MUR,,9.83,,,,,,0,0,0,0.39,49.98,2.15,0.31,,9.488,8.413,9.488,9.488,,,,,,,,,,,,
Trell Harris,WR,OKLA,UTEP,,9.83,,,,,,0.01,1.37,0.38,0.36,45.89,2.85,0.57,,9.796,8.371,9.796,9.796,,,,,,,,,,,,
Daniel Blood,WR,WASHINGTONSTATE,UW,,9.77,,,,,,0.01,0.71,0.15,0.23,40.82,4.14,0.12,,9.733,7.663,9.733,9.733,,,,,,,,,,,,
Eddie Freauff,WR,ORST,HOU,,9.7,,,,,,0,0,0,0.29,42.17,3.63,0.44,,9.587,7.772,9.587,9.587,,,,,,,,,,,,
Jaden Smith,WR,UTEP,OKLA,,9.59,,,,,,0.05,0,0,0.18,51,3.08,0.5,,9.56,8.02,9.56,9.56,,,,,,,,,,,,
Nate Branch,WR,APP,ECU,,9.59,,,,,,0.1,8.73,1.26,0.16,38.32,3.34,0.2,,9.605,7.935,9.605,9.605,,,,,,,,,,,,
Tychaun Chapman,WR,MEMP,UNLV,0,9.54,,,,,,0.04,2,0,0.34,44.44,3.03,0.47,,9.954,8.439,9.954,9.954,,,,,,,,,,,,
Tommy Maher,WR,CSU,WYO,,9.52,,,,,,0.01,0.8,0.18,0.21,51.5,3.13,0.5,,9.68,8.115,9.68,9.68,,,,,,,,,,,,
Jackson Harper,WR,CSU,WYO,,9.48,,,,,,0.05,0,0,0.22,41.97,3.99,0.5,,9.807,7.812,9.807,9.807,,,,,,,,,,,,
Tastean Reddicks,WR,UNLV,MEMP,0,9.47,,,,,,0.03,2,,0.23,42,3.54,0.3,,9.5,7.73,9.5,9.5,,,,,,,,,,,,
Micah Woods,WR,SOUTHALABAMA,SELA,,9.45,,,,,,0.04,1.14,0.08,0.43,41.15,2.98,0.37,,10.029,8.539,10.029,10.029,,,,,,,,,,,,
Landon Ellis,WR,UCLA,CAL,,9.45,,,,,,0,0.18,0.09,0.32,49.81,2.88,0.4,,9.799,8.359,9.799,9.799,,,,,,,,,,,,
Darrius Clemons,WR,WASHST,UW,,9.45,,,,,,0.02,0,0,0.34,42.92,3.1,0.19,,9.552,8.002,9.552,9.552,,,,,,,,,,,,
Matt Long,WR,AIRFORCE,DUQ,,9.43,,,,,,0.13,22.59,3.63,0.11,33.22,2.42,0.32,,9.441,8.231,9.441,9.441,,,,,,,,,,,,
Kayden McGee,WR,UNLV,HAWAII,,9.41,,,,,,0.08,13.89,1.74,0.17,39.66,2.48,0.5,,9.335,8.095,9.335,9.335,,,,,,,,,,,,
Censere Lee,WR,PITT,MIAOH,,9.37,,,,,,0.01,0.39,0.21,0.29,41.23625,3.77,0.66,,9.732625,7.847625,9.732625,9.732625,,,,,,,,,,,,
Ty Mims,WR,UAB,ULMON,,9.34,,,,,,0,0.03,0.07,0.32,42.08,3.17,0.5,,9.301,7.716,9.301,9.301,,,,,,,,,,,,
Chase Sowell,WR,PSU,MARSH,,9.32,,,,,,0,0,0,0.24,43.65,3.5,0.42,,9.305,7.555,9.305,9.305,,,,,,,,,,,,
Ayden Greene,WR,VIRGINIATECH,VMI,,9.29,,,,,,0,0,0,0.33,29.5,2.94,0.5,,7.87,6.4,7.87,7.87,,,,,,,,,,,,
Jalen Cooper,WR,SMU,FSU,,9.25,,,,,,0.05,0.21,0.08,0.28,46.03,3.29,0.5,,9.894,8.249,9.894,9.894,,,,,,,,,,,,
Lynel Billups-Williams,WR,MIAOH,PITT,,9.21,,,,,,0.01,1.46,0.23,0.28,42.7,3.04,0.25,,9.196,7.676,9.196,9.196,,,,,,,,,,,,
Adrian Norton,WR,MRSH,PSU,,9.21,,,,,,0.05,0,0,0.52,37.88,2.16,0.5,,9.368,8.288,9.368,9.368,,,,,,,,,,,,
DJ Epps,WR,WVU,COASTC,,9.18,,,,,,0.03,3.33,0.89,0.37,40.16,2.8,0.44,,9.549,8.149,9.549,9.549,,,,,,,,,,,,
Greg Gaines III,WR,FIU,USF,,9.17,,,,,,0,0.01,0.04,0.29,48.08,2.14,0.41,,8.689,7.619,8.689,8.689,,,,,,,,,,,,
Bryson Graves,WR,DELAWARE,MERRIM,,9.17,,,,,,0.02,2,0.14,0.43,37.37,3.19,0.28,,9.827,8.232,9.827,9.827,,,,,,,,,,,,
Joseph Williams,WR,COLO,GT,,9.15,,,,,,0,0,0,0.3,48.3,3.13,0.43,,9.76,8.195,9.76,9.76,,,,,,,,,,,,
Brian Rowe Jr.,WR,UCLA,CAL,,9.13,,,,,,0.06,1.25,0.1,0.26,36.49,3.48,0.35,,9.174,7.434,9.174,9.174,,,,,,,,,,,,
Kenny Darby,WR,KENTUCKY,YSU,,9.11,,,,,,0,0.61,0.11,0.25,40.5,3.42,0.13,,9.031,7.321,9.031,9.031,,,,,,,,,,,,
Jalen Smith,WR,MINNESOTA,EASTIL,,9.11,,,,,,0,0,0,0.25,41.82,3.41,0.43,,9.092,7.387,9.092,9.092,,,,,,,,,,,,
Jonathan Stafford Jr.,WR,WKU,UGA,,9.07,,,,,,0.03,0,0,0.18,42.3,3.73,0.33,,9.22,7.355,9.22,9.22,,,,,,,,,,,,
Grayson Tempest,WR,TLSA,,,9.04,,,,,,,,,0.43,36.5,2.81,0.43,,9.04,7.635,9.04,9.04,,,,,,,,,,,,
Jackson Harris,WR,LSU,CLEM,,8.95,,,,,,0.01,1.13,0.24,0.42,31.57714286,1.84,0.52,,7.690714286,6.770714286,7.690714286,7.690714286,,,,,,,,,,,,
Cole Weaver,WR,SYRACUSE,UNH,,8.92,,,,,,0,0.24,0.08,0.31,46.12,2.96,0.45,,9.456,7.976,9.456,9.456,,,,,,,,,,,,
Hudson Clement,WR,ILL,UAB,,8.92,,,,,,0,0,0,0.29,37.7,3.43,0.85,,8.94,7.225,8.94,8.94,,,,,,,,,,,,
Robby Washington,WR,CCAR,WVU,,8.91,,,,,,0.04,3,0,0.32,42.51,2.77,0.38,,9.481,8.096,9.481,9.481,,,,,,,,,,,,
Jordan Napier,WR,SANDIEGOSTATE,PORST,,8.89,,,,,,0.1,2.96,0.61,0.18,46.56,2.53,0.33,,9.162,7.897,9.162,9.162,,,,,,,,,,,,
DJ Allen Jr.,WR,UTSA,UTRGV,,8.88,,,,,,0.02,2.88,0.55,0.26,33.69,3.52,0.22,,8.857,7.097,8.857,8.857,,,,,,,,,,,,
Grant Page,WR,SOUTHERNMISS,ALC,,8.82,,,,,,0.04,3,0,0.39,39.57,1.18,0.32,,8.017,7.427,8.017,8.017,,,,,,,,,,,,
Noah Jennings,WR,MINNESOTA,EASTIL,,8.8,,,,,,0,0.33,0.09,0.21,40.9,3.38,0.21,,8.763,7.073,8.763,8.763,,,,,,,,,,,,
Marcellus Jackson,WR,LOUISIANAMONROE,UAB,,8.76,,,,,,0.04,2.6,1.06,0.25,31.26,3.56,0.26,,8.686,6.906,8.686,8.686,,,,,,,,,,,,
Terry Bussey,WR,TXAM,MOSTU,,8.75,,,,,,0.01,0.2,0.34,0.26,37.5,3.06,0.5,,8.45,6.92,8.45,8.45,,,,,,,,,,,,
Omari Hayes,WR,IOWASTATE,SEMO,,8.74,,,,,,0.01,2,0.43,0.25,42.91,3.29,0.21,,9.341,7.696,9.341,9.341,,,,,,,,,,,,
Lawayne McCoy,WR,LOU,MISS,,8.71,,,,,,0,0,0,0.28,44.94,2.56,0.42,,8.734,7.454,8.734,8.734,,,,,,,,,,,,
Miles Coleman,WR,OKST,TLSA,,8.68,,,,,,0.01,1.73,0.26,0.1,45.58,3.33,0.5,,8.721,7.056,8.721,8.721,,,,,,,,,,,,
Jediyah Willoughby,WR,UCONN,LAF,,10.41230769,,,,,,0,0,0,0.32,48,3.692307692,0.32,,10.41230769,8.566153846,10.41230769,10.41230769,,,,,,,,,,,,
Cameron Flowers,WR,WKU,NEVADA,,8.63,,,,,,0.01,1.23,0.23,0.12,33.72,4.33,0.5,,8.605,6.44,8.605,8.605,,,,,,,,,,,,
Anthony Eager,WR,SOUTHALABAMA,SELA,,8.63,,,,,,0.01,1.94,0.23,0.28,44.2,2,0.52,,8.354,7.354,8.354,8.354,,,,,,,,,,,,
Brennan Ridley,WR,BOWLINGGREEN,TARLST,,8.62,,,,,,0.01,0.85,0.22,0.21,34.36,3.79,0.24,,8.631,6.736,8.631,8.631,,,,,,,,,,,,
DJ Jordan,WR,ARIZONA,NOARI,,8.62,,,,,,0,60.46,0,0.07,12.35,0.89,0.25,,8.591,8.146,8.591,8.591,,,,,,,,,,,,
Branden Hoch,WR,FAU,FLA,,8.57,,,,,,0.05,0.34,0.07,0.18,35.07,3.65,0.5,,8.571,6.746,8.571,8.571,,,,,,,,,,,,
JJ Harrell,WR,OLDDOMINION,NOR,,8.53,,,,,,0,0,0,0.2,39.97,3.33,0.21,,8.527,6.862,8.527,8.527,,,,,,,,,,,,
Mazeo Bennett Jr.,WR,SCAR,KENT,,8.5,,,,,,0.01,0.79,0.17,0.2,35.61,3.58,0.43,,8.48,6.69,8.48,8.48,,,,,,,,,,,,
Colin Chase,WR,TEMPLE,URI,,8.49,,,,,,0.02,2.94,0.65,0.3,39.05,2.63,0.42,,8.749,7.434,8.749,8.749,,,,,,,,,,,,
Malachi Coleman,WR,WIS,WESTIL,,8.48,,,,,,0.03,2.56,0.58,0.3,36.88,2.52,0.1,,8.444,7.184,8.444,8.444,,,,,,,,,,,,
Isaiah Johnson,WR,CIN,BC,,8.47,,,,,,0.03,3.12,0.48,0.35,36.46,2.58,0.31,,8.818,7.528,8.818,8.818,,,,,,,,,,,,
Chris Lawson,WR,WASH,WASHST,,8.45,,,,,,0.05,0,0,0.22,41.51,2.92,0.5,,8.691,7.231,8.691,8.691,,,,,,,,,,,,
Benson Prosper,WR,EMICH,SJST,,8.43,,,,,,0.01,1.14,0.25,0.03,42.46,3.99,0.5,,8.59,6.595,8.59,8.59,,,,,,,,,,,,
Bryce Yates,WR,PITT,MIAOH,,8.41,,,,,,0.01,0.28,0.15,0.21,37.26,3.37,0.5,,8.444,6.759,8.444,8.444,,,,,,,,,,,,
Ronnel Johnson,WR,JAXST,NDST,0,8.36,,,,,,0.02,2.33,0.36,0.33,39.38,2.8,0.21,,9.071,7.671,9.071,9.071,,,,,,,,,,,,
Donovan Murph,WR,SCAR,TOWSON,,8.33,,,,,,0.05,0,0,0.28,39.28,2.71,0.5,,8.618,7.263,8.618,8.618,,,,,,,,,,,,
Braylon Isom,WR,MIAOH,PITT,,8.27,,,,,,0.05,0,0,0.34,43.53,2.22,0.5,,8.913,7.803,8.913,8.913,,,,,,,,,,,,
Da'Wain Lofton,WR,DELAWARE,MERRIM,,9.025,,,,,,0.01,0.24,0.13,0.21,42.71,3.41,0.08,,9.025,7.32,9.025,9.025,,,,,,,,,,,,
Rodshaun Dorsey,WR,GEORGIASTATE,KENNST,,8.25,,,,,,0,0,0,0.24,36.87,3.08,0.27,,8.207,6.667,8.207,8.207,,,,,,,,,,,,
T.Y. Harding,WR,MASSACHUSETTS,RUT,,8.2,,,,,,0.01,1.62,0.38,0.21,34.56,3.18,0.26,,8.118,6.528,8.118,8.118,,,,,,,,,,,,
Brandon Inniss,WR,OSU,BALLST,,8.18,,,,,,0.05,1.87,0.16,0.33,32.22,3.13,0.38,,8.819,7.254,8.819,8.819,,,,,,,,,,,,
Micahi Danzy,WR,FSU,NMEXST,0,8.16,,,,,,0.01,1.47,0.1,0.31,28.47428571,2.36,0.7,,7.274428571,6.094428571,7.274428571,7.274428571,,,,,,,,,,,,
Jeremiah Jones-Thomas,WR,SOUTHALABAMA,SELA,,8.13,,,,,,0,0,0,0.19,31.27,3.85,0.1,,8.117,6.192,8.117,8.117,,,,,,,,,,,,
Talyn Taylor,WR,UGA,TENNST,,8.12,,,,,,0.05,0,0,0.29,31.58,3.2,0.5,,8.398,6.798,8.398,8.398,,,,,,,,,,,,
Jayce Brown,WR,LSU,CLEM,,8.1,,,,,,0.04,2.87,0.65,0.16,45.98,1.67,0.54,,7.755,6.92,7.755,7.755,,,,,,,,,,,,
Jaden Bray,WR,WVU,COASTC,,8.1,,,,,,0,0.34,0.07,0.22,41.88,3.23,0.45,,8.772,7.157,8.772,8.772,,,,,,,,,,,,
Joseph Griffin,WR,MASSACHUSETTS,RUT,,8.1,,,,,,0.01,0.38,0.14,0.29,37.64,2.52,0.29,,8.122,6.862,8.122,8.122,,,,,,,,,,,,
Kainoa Carvalho,WR,HAWAII,UNLV,,8.09,,,,,,0.01,0.52,0.15,0.21,36.73,3.05,0.48,,8.095,6.57,8.095,8.095,,,,,,,,,,,,
Kaleb Brown,WR,UAB,ILL,,7.98,,,,,,0.01,0.71,0.11,0.38,36.34,2.41,0.5,,8.455,7.25,8.455,8.455,,,,,,,,,,,,
TK Keyes,WR,TROY,ALST,,7.98,,,,,,0,0,0,0.27,40.95,2.29,0.24,,8.005,6.86,8.005,8.005,,,,,,,,,,,,
DJ Black,WR,SCAR,TOWSON,,7.88,,,,,,0.03,2.13,0.4,0.21,37.66,2.52,0.5,,7.939,6.679,7.939,7.939,,,,,,,,,,,,
Marshaun Brown,WR,NEV,WESTKY,,7.87,,,,,,0.05,0.07,0.03,0.28,39.24,1.97,0.5,,7.881,6.896,7.881,7.881,,,,,,,,,,,,
Prince Strachan,WR,WVU,COASTC,,7.86,,,,,,0.05,0,0,0.18,34,3.08,0.5,,7.86,6.32,7.86,7.86,,,,,,,,,,,,
Iverson Hooks,WR,ORE,BOISE,,7.86,,,,,,0.05,0.42,0.1,0.26,36.11,2.58,0.5,,8.093,6.803,8.093,8.093,,,,,,,,,,,,
