Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE)
Brennan Parachek,CPT,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),4800,44009773,0,2.88,0,14.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jordan Washington,RB,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4700,43973510,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Kam Shanks,WR,WAKE,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4700,43973684,0,2.82,0,14.1,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Chaston Ditta,QB,UNT,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43974296,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9033.png,,,,,,,9/5/2026
Bo MacCormack III,RB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43974594,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Isaiah Mozee,RB,NEB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43974597,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7805.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Jaylen Jenkins,RB,TXST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43974600,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9057.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Emmett Mosley V,WR,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43975050,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Jacory Barney Jr.,WR,NEB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43975053,0,2.82,0,14.1,,,40.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7805.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Brett Eskildsen,WR,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43975056,0,2.82,0,14.1,,,32.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,12/30/1899,MRSH @ PSU,Marshall @ Penn St,West Shore Home Field at Beaver Stadium,outdoor,Fox Sports 1,9/5/2026
Trent Walker,WR,UH,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4700,43975059,0,2.82,0,14.1,,,19.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8224.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Raymond Moore III,QB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4700,44006431,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Tavorus Jones,RB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4700,44006530,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Joshua Moore,WR,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4700,44006698,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Joshua Moore,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4700,44009437,0,2.82,0,14.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Elliot Arnold,K,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),4600,43999309,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Cadel Ayala,K,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),4600,43999310,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Liam Boyd,K,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),4600,44009695,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Stephen Gonzales,K,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),4600,44009696,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Aedan McCarthy,QB,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4600,43973426,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,,,,,,,9/3/2026
Marquise Collins,RB,UAB,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4600,43973513,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Tyler Mizzell,QB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43974298,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Emory Williams,QB,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43974300,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Victor Rosa,RB,OHIO,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43974603,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8018.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Zion Johnson,RB,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43974606,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Josiah McLaurin,RB,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43974609,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,,,,,,,9/5/2026
Jeremiah Hasley,WR,DUKE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43975062,0,2.76,0,13.8,,,31,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7621.png,12/30/1899,TULN @ DUKE,Tulane @ Duke,Brooks Field at Wallace Wade Stadium,outdoor,ACC Network,9/5/2026
Brandon Inniss,WR,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43975065,0,2.76,0,13.8,,,23.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,12/30/1899,BALL @ OSU,Ball St @ Ohio St,Ohio Stadium,outdoor,BTN,9/5/2026
Aaron Butler,WR,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43975068,0,2.76,0,13.8,,,15.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Isaiah Johnson,WR,CINCY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4600,43975071,0,2.76,0,13.8,,,20.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8364.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Riley Wormley,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4600,44006533,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Josiah Freeman,WR,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4600,44006701,0,2.76,0,13.8,,,23.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Marquise Collins,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4600,43997544,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Josiah Freeman,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4600,44009275,0,2.76,0,13.8,,,23.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Riley Wormley,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4600,44009457,0,2.76,0,13.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Graham Knowles,QB,GT,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973428,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Cole Bergeron,QB,GT,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973430,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Ben Guthrie,QB,GT,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973432,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Billy Johnson,QB,WAKE,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973434,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Gannon Jones,QB,WAKE,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973436,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Grant Lawless,QB,WAKE,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973438,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Sean Ashenfelder,QB,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973440,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,,,,,,,9/3/2026
Rocco Rainone,QB,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973442,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,,,,,,,9/3/2026
Xavier Stearn,QB,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973444,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,,,,,,,9/3/2026
Kaneal Sweetwyne,QB,COL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973446,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Michael Clayton II,QB,IL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973448,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Dane Eisenmenger,QB,IL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973450,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Johnny Brookhart,QB,AKR,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973452,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,,,,,,,9/3/2026
Cibastian Broughton,QB,AKR,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973454,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,,,,,,,9/3/2026
Semaj Beals,QB,AKR,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973456,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,,,,,,,9/3/2026
Will Perry,QB,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973458,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,,,,,,,9/3/2026
Ty McCutcheon,QB,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973460,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,,,,,,,9/3/2026
Logan Inagawa,QB,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973462,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,,,,,,,9/3/2026
Adrian Posse,QB,UAB,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973464,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Cam Jennings,QB,UAB,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973466,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Kaleb Brown,WR,UAB,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4500,43973696,0,2.7,0,13.5,,,27,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Ari Patu,QB,DUKE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974302,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7621.png,,,,,,,9/5/2026
Lawrence Gardner,QB,DUKE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974304,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7621.png,,,,,,,9/5/2026
Terry Walker III,QB,DUKE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974306,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7621.png,,,,,,,9/5/2026
Blaine Hipa,QB,DUKE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974308,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7621.png,,,,,,,9/5/2026
Femi Babalola,QB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974310,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,,,,,,,9/5/2026
Enzo Arjona,QB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974312,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,,,,,,,9/5/2026
Jake Coniglio,QB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974314,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,,,,,,,9/5/2026
Anthony Coellner,QB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974316,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,,,,,,,9/5/2026
Max Brown,QB,WVU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974318,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7749.png,,,,,,,9/5/2026
Jyron Hughley,QB,WVU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974320,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7749.png,,,,,,,9/5/2026
Max Anderson,QB,WVU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974322,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7749.png,,,,,,,9/5/2026
Wyatt Walker Brown,QB,WVU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974324,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7749.png,,,,,,,9/5/2026
John Johnson III,QB,WVU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974326,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7749.png,,,,,,,9/5/2026
Daniel Kaelin,QB,NEB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974328,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7805.png,,,,,,,9/5/2026
Bode Soukup,QB,NEB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974330,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7805.png,,,,,,,9/5/2026
Tyler Cherry,QB,IU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974332,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7828.png,,,,,,,9/5/2026
Jacob Bell,QB,IU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974334,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7828.png,,,,,,,9/5/2026
Maverick Geske,QB,IU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974336,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7828.png,,,,,,,9/5/2026
Justyn Martin,QB,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974338,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,,,,,,,9/5/2026
Luke Fahey,QB,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974340,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,,,,,,,9/5/2026
Brady Geibel,QB,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974342,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,,,,,,,9/5/2026
Kolton Stover,QB,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974344,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,,,,,,,9/5/2026
Connor Barry,QB,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974346,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,,,,,,,9/5/2026
Jack Lambert,QB,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974348,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,,,,,,,9/5/2026
Kase Evans,QB,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974350,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,,,,,,,9/5/2026
Peyton Falzone,QB,PSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974352,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7880.png,,,,,,,9/5/2026
Bodie Derrer,QB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974354,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Mason Atkins,QB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974356,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Khalel Wright,QB,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974358,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Levi Davis,QB,OHIO,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974360,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8018.png,,,,,,,9/5/2026
Hype Grand,QB,OHIO,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974362,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8018.png,,,,,,,9/5/2026
Matthew Papas,QB,OHIO,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974364,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8018.png,,,,,,,9/5/2026
Akili Smith Jr.,QB,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974366,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,,,,,,,9/5/2026
Brock Thomas,QB,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974368,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,,,,,,,9/5/2026
Ryder Hayes,QB,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974370,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,,,,,,,9/5/2026
TC Manumaleuna,QB,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974372,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,,,,,,,9/5/2026
Brady Jones,QB,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974374,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,,,,,,,9/5/2026
Isaiah Arriaza,QB,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974376,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,,,,,,,9/5/2026
Danny Leary,QB,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974378,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,,,,,,,9/5/2026
Jett Thomalla,QB,BAMA,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974380,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8166.png,,,,,,,9/5/2026
John Gazzaniga,QB,BAMA,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974382,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8166.png,,,,,,,9/5/2026
John Cooper,QB,BAMA,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974384,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8166.png,,,,,,,9/5/2026
Tayden-Evan Kaawa,QB,BAMA,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974386,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8166.png,,,,,,,9/5/2026
Locklan Hewlett,QB,AUB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974388,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8183.png,,,,,,,9/5/2026
John Colvin,QB,AUB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974390,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8183.png,,,,,,,9/5/2026
Rhys Brush,QB,AUB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974392,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8183.png,,,,,,,9/5/2026
Will Myers,QB,AUB,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974394,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8183.png,,,,,,,9/5/2026
Cade Tessier,QB,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974396,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,,,,,,,9/5/2026
Edward Griffin,QB,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974398,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,,,,,,,9/5/2026
Quinn Murphy,QB,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974400,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,,,,,,,9/5/2026
Luke Carney,QB,UH,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974402,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8224.png,,,,,,,9/5/2026
Jake Sock,QB,UH,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974404,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8224.png,,,,,,,9/5/2026
Ryan Smith,QB,UH,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974406,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8224.png,,,,,,,9/5/2026
Canon Toon,QB,UH,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974408,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8224.png,,,,,,,9/5/2026
MJ Morris,QB,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974410,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,,,,,,,9/5/2026
Dia Bell,QB,TEX,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",4500,43974412,0,2.7,0,13.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8240.png,,,,,,,9/5/2026
